Variable,3.000000 km,total,Beyond
PCT025061 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  Less than 9th grade,32099,988633,956534
PCT025020 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:  Less than 9th grade,34912,1189777,1154865
PCT025067 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  Graduate or professional degree,17375,1903905,1886530
PCT025042 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  Graduate or professional degree,8159,1337637,1329478
PCT025065 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  Associate degree,20478,2183824,2163346
PCT025059 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  Graduate or professional degree,19149,1517303,1498154
PCT025009 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  Bachelor's degree,12865,826459,813594
PCT025008 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  Associate degree,6316,493884,487568
PCT025047 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  High school graduate (includes equivalency),54467,3608404,3553937
"PCT025046 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  9th to 12th grade, no diploma",47268,2506840,2459572
PCT025041 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  Bachelor's degree,10468,1628716,1618248
PCT025040 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  Associate degree,3285,349601,346316
"PCT025029 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  9th to 12th grade, no diploma",50603,3181027,3130424
PCT025028 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  Less than 9th grade,46674,2109913,2063239
PCT025001 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total: Population 18 years and over,2654439,211998327,209343888
PCT025026 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:  Graduate or professional degree,20354,2124540,2104186
PCT025003 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:,221094,14046760,13825666
PCT025002 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:,1287403,102183400,100895997
"PCT025005 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  9th to 12th grade, no diploma",59444,3340201,3280757
PCT025004 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  Less than 9th grade,18502,685140,666638
"PCT025007 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  Some college, no degree",62231,4397787,4335556
PCT025006 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  High school graduate (includes equivalency),60608,4240644,4180036
PCT025081 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  Associate degree,4285,523609,519324
PCT025049 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  Associate degree,7307,632651,625344
PCT025055 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  High school graduate (includes equivalency),71645,4816169,4744524
PCT025071 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  High school graduate (includes equivalency),101999,9887861,9785862
"PCT025064 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  Some college, no degree",60545,5527294,5466749
PCT025045 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  Less than 9th grade,12623,429442,416819
PCT025051 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  Graduate or professional degree,1622,89726,88104
PCT025044 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:,208803,13451602,13242799
PCT025032 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  Associate degree,17049,1845963,1828914
"PCT025080 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  Some college, no degree",24962,3191131,3166169
"PCT025048 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  Some college, no degree",69468,5019316,4949848
PCT025033 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  Bachelor's degree,37420,4914441,4877021
"PCT025078 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  9th to 12th grade, no diploma",55940,3842420,3786480
PCT025079 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  High school graduate (includes equivalency),72413,7254750,7182337
PCT025060 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:,284928,23387295,23102367
PCT025052 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:,295619,19947680,19652061
PCT025076 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:,229254,20835480,20606226
PCT025077 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  Less than 9th grade,52831,3566249,3513418
"PCT025070 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  9th to 12th grade, no diploma",54361,3457218,3402857
"PCT025056 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  Some college, no degree",63252,4758661,4695409
"PCT025072 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  Some college, no degree",65355,7088159,7022804
PCT025053 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  Less than 9th grade,27256,821770,794514
PCT025030 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  High school graduate (includes equivalency),85125,8008418,7923293
"PCT025031 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  Some college, no degree",60117,6382421,6322304
PCT025018 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  Graduate or professional degree,21230,1359866,1338636
PCT025019 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:,291604,23042576,22750972
PCT025034 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  Graduate or professional degree,26258,3925491,3899233
PCT025035 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:,145678,14567854,14422176
PCT025036 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  Less than 9th grade,33325,2539127,2505802
"PCT025037 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  9th to 12th grade, no diploma",34496,2421240,2386744
PCT025012 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  Less than 9th grade,34138,1106030,1071892
"PCT025013 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  9th to 12th grade, no diploma",53944,2558457,2504513
PCT025010 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  Graduate or professional degree,1128,62645,61517
PCT025011 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:,305781,20158536,19852755
PCT025016 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  Associate degree,15230,1324930,1309700
PCT025017 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  Bachelor's degree,47349,3810155,3762806
PCT025014 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  High school graduate (includes equivalency),77683,5531395,5453712
"PCT025015 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  Some college, no degree",56207,4467703,4411496
PCT025027 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:,323246,30367674,30044428
PCT025082 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  Bachelor's degree,11158,1527252,1516094
PCT025073 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  Associate degree,18452,2155148,2136696
"PCT025039 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  Some college, no degree",18523,2308455,2289932
PCT025083 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  Graduate or professional degree,7665,930069,922404
PCT025057 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  Associate degree,19241,1692981,1673740
PCT025025 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:  Bachelor's degree,35142,3794727,3759585
PCT025043 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:,1367036,109814927,108447891
